"carat","cut","color","clarity","depth","table","price","x","y","z"
0.41,"Ideal","G","VVS2",61.3,56,1007,4.77,4.79,2.93
1.12,"Ideal","I","SI1",60.3,57,6143,6.74,6.79,4.08
0.41,"Ideal","H","VVS1",62.2,57,1043,4.74,4.78,2.96
0.3,"Very Good","D","SI1",61,61,552,4.27,4.29,2.61
1,"Very Good","D","VS2",59.8,60,7281,6.46,6.49,3.87
1.03,"Premium","F","VVS2",61.3,57,8527,6.53,6.49,3.99
1.04,"Premium","E","SI2",62.8,59,4370,6.45,6.41,4.04
0.25,"Good","E","VVS1",61.3,61,575,4.04,4.08,2.49
0.33,"Ideal","H","IF",60.6,57,959,4.51,4.5,2.73
0.36,"Ideal","F","IF",61.4,56,1063,4.57,4.61,2.82
0.7,"Fair","D","SI1",66.2,57,2550,5.56,5.41,3.63
1.28,"Ideal","E","IF",60.7,57,18700,7.09,6.99,4.27
0.7,"Very Good","D","SI1",61,59,2409,5.67,5.7,3.47
1.32,"Very Good","F","IF",62.4,58,14842,6.97,7.01,4.36
0.3,"Good","H","SI1",63.9,55,540,4.27,4.24,2.72
1,"Good","F","SI2",60.6,62,3672,6.36,6.45,3.88
1.01,"Very Good","E","SI1",58.2,59,5132,6.54,6.59,3.82
1.54,"Very Good","G","VS1",63.4,57,14433,7.28,7.36,4.64
0.25,"Premium","E","VVS2",62.5,59,740,4.04,4.02,2.52
1.05,"Premium","G","SI1",59.1,57,4510,6.73,6.63,3.95
0.3,"Very Good","G","VVS2",63.3,57,878,4.27,4.23,2.69
0.44,"Ideal","D","VS2",60.4,56,1155,4.95,4.91,2.98
0.39,"Ideal","I","VVS2",62,56,750,4.67,4.72,2.91
0.7,"Premium","E","VS1",62.2,58,2800,5.6,5.66,3.5
0.32,"Ideal","G","VS2",62.1,56,524,4.36,4.4,2.72
0.3,"Premium","D","SI1",60.6,60,709,4.32,4.3,2.61
0.34,"Premium","H","VS1",60.6,60,765,4.49,4.45,2.71
0.97,"Good","H","SI1",62.1,60,4020,6.24,6.29,3.89
0.33,"Ideal","F","VVS1",62.6,54,880,4.44,4.47,2.79
1.02,"Good","F","SI1",64.3,58,4936,6.28,6.32,4.05
0.9,"Premium","E","VS1",62.3,56,4914,6.19,6.1,3.83
2.05,"Premium","I","SI1",60.6,58,16611,8.22,8.13,4.95
0.4,"Ideal","G","VS1",62.2,56,1125,4.74,4.72,2.94
0.45,"Ideal","E","SI2",61.5,55,706,4.92,4.97,3.04
1.06,"Premium","H","SI1",61,60,5461,6.59,6.56,4.01
1.09,"Very Good","G","VS1",62.5,59,6546,6.56,6.59,4.11
1.51,"Premium","H","SI1",58,59,10063,7.57,7.54,4.38
1.51,"Very Good","E","SI1",60.3,58,12224,7.43,7.47,4.49
0.28,"Ideal","H","VS2",62.5,54,467,4.2,4.22,2.63
1.7,"Premium","G","VVS2",59.8,59,18718,7.7,7.75,4.62
0.97,"Very Good","G","SI1",61,59,4504,6.36,6.4,3.89
1.42,"Ideal","I","VS2",60.4,55,8173,7.28,7.38,4.43
1.74,"Ideal","G","VS2",62.9,57,16316,7.68,7.64,4.82
0.39,"Ideal","G","VVS2",60.7,55,902,4.75,4.78,2.89
0.5,"Very Good","G","VS1",62.7,59,1637,5.04,5.07,3.17
0.58,"Ideal","D","VS1",61.8,56,2211,5.34,5.37,3.31
1.5,"Fair","G","SI2",68.5,66,6552,6.87,6.76,4.67
0.41,"Ideal","I","IF",62.6,57,1076,4.78,4.74,2.98
1,"Fair","H","SI1",67.6,59,4665,6.03,5.95,4.05
1.02,"Very Good","H","SI1",63.5,58,4688,6.39,6.36,4.05
0.31,"Ideal","G","VS2",62.4,54,698,4.39,4.36,2.73
1,"Good","D","VS2",62.8,61,6189,6.31,6.34,3.97
0.83,"Good","G","SI2",63.7,56,2614,5.92,5.95,3.78
0.51,"Premium","E","SI1",62.4,59,1381,5.07,5.12,3.18
0.72,"Ideal","I","VS2",61.1,56,2337,5.76,5.82,3.54
0.75,"Ideal","J","VS2",62.3,57,2025,5.84,5.81,3.63
0.42,"Ideal","E","VVS2",61.3,56,1216,4.81,4.85,2.96
0.76,"Ideal","E","VS2",61.5,59,3497,5.84,5.86,3.6
1.69,"Premium","G","VVS2",62.9,58,15889,7.59,7.51,4.75
0.43,"Very Good","I","VVS2",60.5,59,838,4.86,4.89,2.95
0.3,"Premium","F","IF",61.6,58,846,4.3,4.34,2.66
2.57,"Premium","D","SI2",58.9,58,17924,8.99,8.94,5.28
0.31,"Very Good","H","VS1",61.4,56,544,4.37,4.39,2.69
0.5,"Premium","F","SI2",62.2,54,1094,5.14,5.08,3.18
0.34,"Premium","G","VS2",61.6,60,596,4.47,4.49,2.76
0.35,"Premium","F","SI1",60.2,58,583,4.54,4.6,2.75
0.56,"Premium","D","VS2",61.1,58,1963,5.3,5.34,3.25
2.15,"Very Good","J","SI1",62.4,60,13622,8.18,8.24,5.12
0.31,"Ideal","I","VS1",61.8,56,507,4.38,4.39,2.71
0.32,"Premium","E","SI1",60.4,61,672,4.42,4.39,2.66
1.03,"Ideal","G","VVS1",59.9,61,8955,6.56,6.63,3.95
0.54,"Premium","E","SI2",61.9,58,1250,5.24,5.19,3.23
0.7,"Very Good","I","VVS1",58.8,61,2389,5.78,5.82,3.41
1.03,"Ideal","E","VS1",61.9,57,8629,6.46,6.44,4
0.71,"Ideal","G","SI1",61.6,56,2649,5.73,5.76,3.54
0.7,"Good","E","VS2",60.3,60,3115,5.69,5.75,3.45
0.32,"Ideal","E","VS2",62.1,55,702,4.36,4.4,2.72
1.22,"Very Good","F","VS2",62.3,57,8575,6.8,6.84,4.25
1.21,"Ideal","E","VS1",62.4,57,10351,6.75,6.83,4.24
0.7,"Premium","E","SI1",60.7,58,2679,5.73,5.74,3.48
0.43,"Premium","G","VVS1",62,59,1264,4.82,4.8,2.98
0.77,"Ideal","G","VS1",62.4,54,3121,5.93,5.89,3.69
0.7,"Very Good","F","VS2",61.7,63,2762,5.64,5.61,3.47
1.27,"Very Good","I","SI1",63.1,59,5953,6.83,6.87,4.32
0.52,"Ideal","D","VVS2",60.4,57,2426,5.25,5.28,3.18
1,"Very Good","H","VS2",63.3,53,5139,0,0,0
1.27,"Premium","H","VS2",60,61,7503,7.03,6.99,4.26
1.13,"Ideal","G","IF",61.7,57,10228,6.65,6.7,4.12
1.33,"Fair","F","I1",62,56,4698,7.05,7.01,4.36
1.09,"Very Good","G","VS2",60.9,56,6388,6.67,6.7,4.07
1.01,"Very Good","F","SI2",60,59,4416,6.48,6.61,3.93
0.53,"Very Good","G","VS1",60.1,58,1721,5.27,5.32,3.18
0.3,"Ideal","G","VS1",61.4,57,776,4.34,4.29,2.65
1.18,"Very Good","E","I1",59.9,63,3278,6.85,6.8,4.09
2.33,"Very Good","I","SI1",60.7,56,18119,8.55,8.61,5.21
1.06,"Ideal","F","VVS2",61.1,57,8776,6.62,6.57,4.03
0.79,"Good","F","SI2",64.3,60,1943,5.82,5.75,3.72
1.01,"Good","D","SI1",63.1,60,5443,6.32,6.39,4.01
2,"Very Good","I","SI2",63.1,56,9435,7.98,7.84,5
1.01,"Ideal","E","VVS2",62.7,56,9735,6.42,6.46,4.04
2.38,"Premium","J","SI1",62.4,58,12364,8.54,8.46,5.31
1.74,"Ideal","E","SI1",62.2,56,15847,7.67,7.72,4.79
0.51,"Premium","G","VS2",61.2,60,1438,5.12,5.17,3.15
0.38,"Good","E","SI1",58.9,58,680,4.73,4.77,2.8
0.71,"Good","H","SI1",57.9,62,2354,5.82,5.86,3.38
0.33,"Ideal","H","VS1",61.9,55,598,4.46,4.49,2.77
1.22,"Premium","I","VS2",60.3,59,6217,6.93,6.87,4.16
1.24,"Premium","G","VVS2",59.9,60,10202,6.98,7,4.19
2.18,"Very Good","J","SI2",62.6,58,12853,8.23,8.25,5.16
0.73,"Very Good","E","VS1",62.1,60,3353,5.71,5.79,3.57
0.55,"Premium","D","SI1",62.7,59,1698,5.25,5.22,3.28
0.31,"Ideal","D","VS2",62,55,734,4.36,4.38,2.71
0.8,"Ideal","I","VVS1",61.7,56,3181,5.98,5.92,3.67
1.27,"Premium","I","SI2",61.4,59,5249,6.98,6.94,4.27
0.7,"Ideal","F","VS1",61.6,54,2839,5.75,5.72,3.53
0.32,"Ideal","E","VS2",62.2,55,702,4.36,4.38,2.72
1.04,"Ideal","G","SI2",62.4,54,5044,6.49,6.53,4.06
1,"Good","E","VS2",58.2,60,6958,6.52,6.54,3.8
1.01,"Premium","E","SI1",61,59,5646,6.44,6.47,3.94
0.5,"Very Good","F","VS2",60.8,61,1357,5.04,5.09,3.08
1,"Good","G","SI1",59.9,58,6437,6.44,6.48,3.87
2,"Fair","H","I1",69.8,54,5914,7.6,7.56,5.29
0.3,"Very Good","G","VS2",62.1,56,541,4.27,4.3,2.66
0.71,"Premium","I","VS2",62.1,59,2294,5.7,5.73,3.55
1.19,"Ideal","D","SI2",60.4,55,5406,6.89,6.91,4.17
1.01,"Fair","D","SI1",63.5,58,4751,6.35,6.25,4
0.31,"Good","H","VS2",63.8,56,586,4.33,4.29,2.75
2.01,"Premium","I","SI2",62,56,12338,8.01,7.87,4.92
0.4,"Premium","G","VS2",61.9,58,966,4.76,4.74,2.94
0.71,"Very Good","H","SI1",62.5,60,2096,5.68,5.75,3.57
0.39,"Very Good","G","VS2",59.8,61,734,4.72,4.75,2.83
0.34,"Premium","F","SI2",60,62,574,4.55,4.51,2.72
0.73,"Fair","D","SI2",65.5,60,2147,5.64,5.54,3.66
1.51,"Good","J","VS2",64,58,6936,7.24,7.27,4.64
0.39,"Ideal","H","VVS2",61.9,54,911,4.7,4.73,2.92
0.49,"Very Good","F","SI1",62.5,57,1116,4.99,5.02,3.13
0.71,"Premium","F","SI2",60.2,60,2331,5.8,5.77,3.48
0.78,"Very Good","F","SI2",62.4,59,2586,5.86,5.91,3.67
1.09,"Ideal","H","SI2",60,59,4383,6.72,6.77,4.05
0.34,"Very Good","D","VS2",60,59,730,4.5,4.56,2.72
0.24,"Very Good","F","VVS2",62.8,58,552,3.95,3.98,2.49
1.41,"Very Good","H","SI1",62.6,59,8283,7.08,7.14,4.45
0.28,"Very Good","F","VS1",62.3,52,536,4.2,4.26,2.62
1.01,"Premium","E","SI2",59.5,59,4751,6.58,6.54,3.9
0.52,"Ideal","G","VS1",62.1,54,1743,5.17,5.14,3.2
0.7,"Premium","H","SI1",62.2,57,2268,5.74,5.71,3.56
0.64,"Premium","D","SI1",62.3,58,2074,5.53,5.49,3.43
0.3,"Good","E","SI2",63.5,55,421,4.27,4.3,2.72
0.31,"Ideal","F","VS2",62.2,56,749,4.39,4.36,2.72
0.31,"Ideal","G","IF",62,54,891,4.36,4.38,2.71
1.44,"Very Good","D","VS2",63.1,56,10967,7.15,7.12,4.5
0.74,"Ideal","E","SI1",62.6,56,2489,5.74,5.7,3.58
0.31,"Premium","H","VS1",62.4,58,698,4.36,4.32,2.71
1.12,"Ideal","G","VVS2",62.1,54.8,8701,6.64,6.66,4.13
0.42,"Ideal","I","SI1",62.3,54,654,4.82,4.84,3.01
1.2,"Ideal","I","SI1",63.5,61,5376,6.75,6.71,4.27
1.01,"Premium","F","SI2",60.9,60,3297,6.45,6.42,3.91
0.91,"Ideal","E","SI1",61.4,54,5252,6.26,6.24,3.84
0.25,"Very Good","E","VVS2",60.9,59,575,4.03,4.11,2.48
0.42,"Premium","G","VVS2",61.6,60,1029,4.85,4.8,2.97
0.71,"Ideal","E","VVS1",61.9,55,4027,5.73,5.77,3.56
2.04,"Very Good","I","SI1",62.9,54,17323,8.16,8.08,5.1
0.32,"Very Good","E","SI1",59.9,57,584,4.47,4.49,2.68
0.39,"Premium","E","VS1",59.6,60,1026,4.72,4.75,2.82
0.52,"Premium","D","VVS1",58.8,61,2553,5.31,5.27,3.11
0.26,"Very Good","G","VVS2",62.3,56,486,4.07,4.09,2.54
0.74,"Ideal","F","VVS1",60.8,60,4127,5.82,5.86,3.55
1.27,"Very Good","D","SI1",62.5,58,8312,6.87,6.92,4.31
0.24,"Very Good","F","VS2",62.4,58,419,3.98,4,2.49
0.24,"Good","F","VVS2",65,58,492,3.89,3.93,2.54
0.46,"Fair","I","VS1",65.6,57,972,4.85,4.82,3.17
0.3,"Very Good","H","SI1",61.3,61,421,4.25,4.27,2.61
0.31,"Ideal","F","IF",61.4,56,1061,4.38,4.41,2.7
2.31,"Very Good","I","SI1",62.5,55,16801,8.43,8.5,5.29
0.28,"Very Good","E","IF",59.6,55,688,4.24,4.31,2.55
2.4,"Ideal","J","SI1",62.7,57,16687,8.6,8.5,5.36
1.21,"Very Good","F","SI1",60.2,60,7877,6.92,6.96,4.18
0.58,"Premium","E","SI1",60.6,56,1949,5.42,5.38,3.27
2.2,"Premium","H","SI1",61.2,59,17265,8.42,8.37,0
1.04,"Very Good","G","SI2",60.9,58,4200,6.52,6.58,3.99
0.9,"Premium","E","SI1",62.7,62,4092,6.22,6.1,3.85
0.91,"Very Good","D","SI1",63,59,4429,6.11,6.15,3.86
0.51,"Ideal","G","SI2",61.3,55,1094,5.17,5.19,3.17
0.3,"Very Good","E","VVS2",62.5,61,688,4.23,4.28,2.66
0.33,"Very Good","G","VVS2",60.9,57,752,4.43,4.5,2.72
1.29,"Ideal","F","VS1",60.7,57,11197,7.08,7.05,4.29
0.4,"Very Good","H","SI1",62.6,58,666,4.68,4.72,2.94
1.02,"Premium","J","SI2",61.4,60,3455,6.5,6.44,3.97
0.53,"Ideal","E","SI2",61.2,55,1229,5.23,5.26,3.21
0.31,"Very Good","F","VVS2",62,55,754,4.34,4.38,2.7
0.42,"Ideal","E","SI1",61.3,57,992,4.81,4.79,2.94
0.72,"Ideal","F","SI2",61.7,55,2298,5.79,5.75,3.56
1.01,"Very Good","D","I1",63.4,61,2291,6.38,6.3,4.02
0.27,"Premium","E","VS1",61.5,58,470,4.17,4.22,2.58
1.52,"Premium","J","VVS2",58.3,62,8427,7.61,7.49,4.4
0.51,"Very Good","F","SI2",58.9,60,1090,5.19,5.24,3.07
1.5,"Very Good","E","SI2",60.1,60,9281,7.35,7.42,4.44
1,"Premium","G","SI1",60.1,61,3634,6.44,6.4,3.86
0.34,"Very Good","F","VVS2",61.9,57,825,4.48,4.52,2.78
0.71,"Premium","H","SI1",62.1,58,2096,5.72,5.75,3.56
0.39,"Very Good","I","VVS2",62.7,58,817,4.65,4.67,2.92
0.9,"Premium","E","SI1",60.3,56,4209,6.29,6.21,3.77
1.51,"Premium","G","SI1",62.7,58,10951,7.3,7.25,4.56
0.42,"Very Good","G","SI1",61.7,55,916,4.78,4.81,2.96
0.9,"Very Good","G","VS2",62.4,60,4182,6.07,6.11,3.8
1.01,"Premium","G","SI2",59.4,60,4022,6.55,6.58,3.9
0.32,"Ideal","G","SI1",61.3,57,612,4.4,4.37,2.69
0.32,"Ideal","I","IF",62.2,57,673,4.35,4.37,2.71
0.52,"Ideal","H","VS2",61.7,55,1689,5.2,5.23,3.22
0.35,"Premium","E","VS2",61.9,61,919,4.54,4.5,2.8
0.29,"Very Good","E","VS1",61.9,55,555,4.28,4.33,2.66
0.96,"Fair","H","I1",60.1,62,1808,6.21,6,3.68
0.33,"Ideal","D","VS2",60.3,55,667,4.5,4.52,2.72
1.88,"Very Good","I","VS2",62.2,57,13607,7.79,7.86,4.87
0.64,"Good","E","SI2",56.6,59,1080,5.77,5.74,3.26
0.72,"Ideal","H","SI2",61.3,56,2372,5.75,5.77,3.53
0.32,"Ideal","G","VS1",61.6,57,645,4.38,4.42,2.71
0.23,"Good","F","VS2",63.8,57,357,3.93,3.84,2.48
0.27,"Ideal","D","VVS1",61.9,57,799,4.18,4.15,2.58
1.01,"Premium","F","SI2",58.8,62,4197,6.49,6.46,3.81
0.3,"Premium","D","VS2",61.7,59,911,4.28,4.25,2.63
1.04,"Ideal","F","VS2",62,55,7459,6.47,6.52,4.03
1.56,"Premium","G","VS2",61.9,58,13299,7.44,7.4,4.59
0.56,"Ideal","G","VS2",59.6,57,1662,5.37,5.39,3.21
0.42,"Premium","D","SI2",62.1,59,898,4.82,4.78,2.98
1.3,"Ideal","D","SI1",62.2,56,9275,6.98,6.94,4.33
0.7,"Very Good","G","SI1",62.1,58,2106,5.66,5.7,3.53
0.54,"Ideal","G","VS2",60.7,56,1637,5.29,5.25,3.2
0.59,"Ideal","E","SI2",62.5,57,1305,5.32,5.37,3.34
1.58,"Premium","H","SI2",62.4,57,8777,7.45,7.36,4.62
0.9,"Premium","E","SI2",62.6,60,3599,6.18,6.09,3.84
0.51,"Ideal","D","VS2",61.2,55,1787,5.16,5.18,3.16
0.55,"Good","F","VS2",58.2,58,1624,5.42,5.46,3.16
1.5,"Premium","G","VS1",60.2,58,13720,7.41,7.38,4.45
1.08,"Premium","F","SI2",62.7,58,3992,6.53,6.49,4.08
0.53,"Ideal","D","VS1",61.6,56,2340,5.23,5.19,3.21
0.51,"Very Good","D","SI1",63.5,56,1574,5.08,5.06,3.22
1.31,"Premium","G","VS2",60.3,59,8979,7.12,7.08,4.28
0.51,"Premium","H","SI1",60,61,1163,5.2,5.17,3.11
1.6,"Premium","H","VS1",62.5,58,12084,7.47,7.37,4.64
0.72,"Very Good","H","SI1",63.7,57,2168,5.66,5.7,3.62
0.56,"Ideal","G","SI1",63,55,1287,5.26,5.22,3.3
0.7,"Ideal","F","SI1",61.5,56,2348,5.74,5.7,3.52
2.02,"Ideal","F","SI2",61.3,57,16290,8.11,8.16,4.99
0.32,"Ideal","F","VVS2",60.8,58,837,4.39,4.43,2.68
0.53,"Very Good","E","VS2",62.8,57,1653,5.16,5.19,3.25
0.3,"Premium","G","VS1",62.9,60,776,4.22,4.18,2.64
0.79,"Premium","D","SI2",61.8,58,2735,5.95,5.89,3.66
0.74,"Ideal","F","SI2",60.6,57,2555,5.88,5.84,3.55
0.5,"Very Good","D","SI1",63.4,56,1354,5.01,5.06,3.19
0.46,"Very Good","D","VS2",61.2,57,1321,4.96,5,3.05
0.38,"Ideal","H","VS1",62.4,53,754,4.67,4.69,2.92
1.02,"Good","H","SI2",57.9,61,3770,6.75,6.68,3.89
0.32,"Premium","G","SI2",61,59,421,4.36,4.42,2.68
1.46,"Premium","J","SI2",60.1,58,6387,7.43,7.34,4.44
0.54,"Ideal","G","VVS1",61.3,56,2087,5.28,5.23,3.22
0.37,"Ideal","G","IF",61.2,56,1056,4.65,4.67,2.85
1.5,"Premium","J","VVS2",61.5,60,8870,7.31,7.27,4.48
0.51,"Ideal","H","VS2",60.8,57,1442,5.14,5.16,3.13
0.73,"Ideal","J","SI1",62,55,2184,5.75,5.86,3.6
2.11,"Premium","G","SI2",62.2,60,16336,8.19,8.15,5.08
0.38,"Ideal","F","VS2",62,56,800,4.63,4.66,2.88
1.22,"Premium","H","SI1",62.4,58,6153,6.82,6.77,4.24
1.03,"Premium","D","VS1",59.6,61,6974,6.62,6.57,3.93
1.1,"Premium","F","I1",59.8,61,3745,6.7,6.65,3.99
1.17,"Ideal","F","VS2",61.8,55,8072,6.81,6.74,4.19
1.38,"Ideal","G","SI2",61.4,55,7094,7.2,7.17,4.41
1.2,"Good","H","SI1",63.6,57,5975,6.79,6.74,4.3
0.63,"Ideal","D","SI1",62,56,1992,5.55,5.48,3.42
0.9,"Very Good","F","VS2",61.6,63,4617,6.13,6.17,3.79
0.32,"Very Good","F","VVS2",62.3,57,778,4.38,4.41,2.73
1.01,"Very Good","F","SI2",61.8,56,4298,6.43,6.38,3.96
0.9,"Good","E","IF",63.6,56,6804,6.11,6.02,3.86
0.32,"Very Good","H","VS2",60.6,58,505,4.44,4.47,2.7
0.57,"Premium","E","SI1",58.9,59,1406,5.41,5.35,3.17
0.9,"Very Good","I","VS2",63.3,58,3519,6.07,6.13,3.86
0.42,"Very Good","F","SI1",62.7,55,773,4.8,4.83,3.02
0.3,"Very Good","G","VVS1",61.9,55,680,4.31,4.32,2.67
1,"Very Good","F","SI1",61.4,60,4504,6.35,6.38,3.91
0.41,"Very Good","E","VVS2",63.8,58,1019,4.67,4.7,2.99
0.38,"Ideal","E","VS1",61.6,56,1069,4.67,4.65,2.87
1.13,"Premium","G","SI1",60.9,58,5600,6.75,6.72,4.1
0.35,"Premium","E","VS1",60.8,58,1063,4.58,4.55,2.78
1.57,"Ideal","G","VS2",62.7,55,12506,7.42,7.49,4.68
1.02,"Premium","D","SI2",62.3,58,4044,6.42,6.37,3.99
0.42,"Premium","G","VVS1",59.3,59,1235,4.92,4.9,2.91
1.05,"Very Good","G","SI2",62.6,62,4516,6.45,6.49,4.05
0.31,"Good","I","SI1",63.8,55,408,4.31,4.34,2.76
1.22,"Premium","G","SI2",61.9,58,5739,6.88,6.79,4.23
1.17,"Ideal","G","SI1",60.7,56,6419,6.79,6.84,4.13
0.53,"Premium","E","VS1",58.5,61,1950,5.39,5.28,3.12
0.32,"Ideal","H","VS1",60.2,56,561,4.44,4.49,2.69
2.02,"Good","G","SI2",57.5,61,12929,8.37,8.35,4.81
0.23,"Very Good","D","VVS1",63.3,57,478,3.9,3.93,2.48
1.2,"Ideal","J","SI1",62.5,55,4536,6.84,6.79,4.26
1.29,"Good","J","VS2",58.2,61,5898,7.07,7.12,4.13
1.2,"Ideal","G","VVS2",61.1,56,10454,6.88,6.91,4.21
1.54,"Premium","F","SI1",60.9,59,11790,7.46,7.56,4.57
1.21,"Very Good","I","VS2",63.4,57,5387,6.79,6.72,4.28
0.72,"Ideal","F","IF",62,57,4228,5.71,5.78,3.56
0.41,"Ideal","F","VS2",60.8,56,863,4.8,4.81,2.92
0.7,"Fair","D","SI2",58.1,60,2358,5.79,5.82,3.37
0.32,"Very Good","H","VS2",63,57,505,4.35,4.38,2.75
1.01,"Fair","I","VS1",64.9,58,4263,6.17,6.22,4.02
1.2,"Very Good","F","VS2",62.4,58,7114,6.76,6.8,4.23
0.43,"Good","F","VS1",57.9,61,931,4.99,5.03,2.9
1.03,"Ideal","F","VS1",62.8,54,8237,6.48,6.39,4.05
0.4,"Ideal","E","VS1",61.2,55,940,4.76,4.79,2.92
0.54,"Ideal","F","VVS2",61.2,55,2333,5.27,5.25,3.22
1,"Good","E","SI2",63.3,58,4496,6.32,6.35,4.01
0.32,"Ideal","F","VS2",61.9,57,688,4.36,4.37,2.71
0.7,"Very Good","E","VS1",63.4,57,3095,5.63,5.67,3.58
0.31,"Premium","H","VS1",61.8,61,698,4.36,4.32,2.68
0.31,"Ideal","H","VVS2",62.2,55,802,4.36,4.35,2.71
0.39,"Very Good","G","VVS2",62.1,55,875,4.67,4.7,2.91
0.3,"Ideal","G","VS2",63,55,675,4.31,4.29,2.71
2.51,"Premium","H","SI2",59.3,61,14543,8.81,8.77,5.21
0.31,"Premium","G","SI1",63,58,593,4.34,4.3,2.72
0.73,"Ideal","E","VS1",61.9,56,3510,5.78,5.81,3.59
1.73,"Premium","I","VS2",59.8,58,8680,7.8,7.79,4.66
0.32,"Ideal","E","VVS2",60.8,57,842,4.42,4.46,2.7
0.92,"Ideal","F","SI1",62.8,56,4232,6.14,6.18,3.87
0.7,"Very Good","E","SI1",62.6,58,2239,5.66,5.68,3.55
0.3,"Good","D","SI2",63.3,57,447,4.26,4.3,2.71
1.78,"Premium","H","VS1",60.2,59,15460,7.83,7.96,4.75
1.5,"Fair","J","SI1",64.9,58,6006,7.09,7.03,4.58
1.2,"Ideal","H","VS1",62.3,54,7768,6.78,6.86,4.25
0.32,"Premium","H","VS2",60.5,59,648,4.43,4.39,2.67
0.85,"Ideal","H","SI2",62.5,57,2833,6.02,6.07,3.78
0.51,"Premium","G","VS1",62.1,60,1656,5.1,5.11,3.17
0.32,"Ideal","G","VS2",61.8,55,561,4.41,4.43,2.73
1.01,"Premium","F","SI1",62.9,59,5288,6.38,6.31,3.99
1.22,"Ideal","H","SI2",61.1,57,5807,6.9,5.92,4.22
0.41,"Very Good","H","SI1",62.9,58,683,4.72,4.73,2.97
0.9,"Good","D","SI2",62.2,63,4382,6.14,6.23,3.85
0.53,"Ideal","H","SI2",61.5,56,1000,5.21,5.23,3.21
0.38,"Very Good","H","SI1",61.2,62,633,4.62,4.66,2.84
0.4,"Ideal","G","SI2",62.4,56,573,4.71,4.75,2.95
0.32,"Ideal","F","VVS1",61.7,56,926,4.4,4.42,2.72
0.87,"Ideal","H","SI1",62.5,57,2923,6.13,6.06,3.81
0.54,"Ideal","G","SI1",62.6,57,1292,5.18,5.21,3.25
0.7,"Ideal","H","IF",61.3,59,3309,5.69,5.72,3.5
1.76,"Ideal","I","SI2",61.2,55,9540,7.76,7.79,4.76
0.38,"Ideal","F","VVS1",62.1,55,1096,4.66,4.71,2.91
0.79,"Ideal","E","SI1",62,57,3384,5.92,5.96,3.68
0.5,"Very Good","E","VS2",62.1,62,1451,5.08,5.1,3.16
1.5,"Very Good","E","SI2",63.1,57,8820,7.32,7.27,4.6
0.3,"Good","H","VS2",63.5,58,473,4.24,4.27,2.7
0.5,"Premium","D","VS2",61.1,58,1752,5.09,5.12,3.12
0.32,"Ideal","I","VS2",62.5,55,449,4.38,4.39,2.74
2.5,"Very Good","J","SI1",62.8,57,17028,8.58,8.65,5.41
1,"Ideal","I","VS2",62.5,55,4511,6.41,6.36,4
1.02,"Premium","D","VS2",62.7,58,7101,6.44,6.35,4.01
0.57,"Ideal","E","VS1",60.5,57,1884,5.33,5.38,3.24
0.31,"Ideal","F","VVS1",60.7,57,1140,4.41,4.39,2.67
1.01,"Very Good","D","SI1",62.9,58,5731,6.33,6.38,4
0.41,"Ideal","D","VS2",61.9,56,1007,4.77,4.8,2.96
0.34,"Fair","E","VVS1",54,56,1012,4.8,4.76,2.58
0.3,"Very Good","J","SI1",63.4,54,450,4.29,4.23,2.7
0.32,"Ideal","D","VS2",62.1,54,758,4.4,4.46,2.75
0.38,"Premium","E","SI2",59.9,56,596,4.79,4.72,2.85
0.9,"Very Good","J","VS1",62.6,55,3102,6.11,6.13,3.83
0.7,"Ideal","D","SI2",60.6,56.6,2575,5.75,5.77,3.49
1.7,"Premium","I","VVS2",61.7,57.4,13127,7.62,7.67,4.71
0.3,"Very Good","J","VS2",63.4,57,473,4.26,4.22,2.69
0.3,"Ideal","H","IF",62.1,55,1013,4.3,4.27,2.66
1.05,"Premium","I","I1",61.8,56,2339,6.53,6.48,4.02
1,"Very Good","H","VS2",63.3,53,5000,6.42,6.37,4.05
0.9,"Good","F","SI1",63.9,59,3992,6.09,6.06,3.88
0.75,"Premium","D","SI2",60.6,56,2415,5.94,5.9,3.59
0.41,"Very Good","D","VVS1",62.7,56,1349,4.74,4.77,2.98
0.3,"Ideal","G","VS1",61.1,56,524,4.35,4.36,2.66
0.73,"Ideal","F","VVS1",61.4,56,5154,5.8,5.81,3.56
0.73,"Ideal","F","VVS2",61.9,55.2,3888,5.74,5.79,3.58
0.7,"Good","J","SI2",61.6,57.2,1699,5.65,5.68,3.49
1.12,"Premium","H","SI1",61.6,59,5363,6.67,6.63,4.1
0.76,"Ideal","H","VS2",62.7,57,2668,5.82,5.86,3.66
0.74,"Good","E","VS2",63.5,56,3163,5.75,5.8,3.67
0.41,"Premium","G","VS2",60.7,59,990,4.85,4.8,2.93
0.9,"Very Good","F","SI2",62.4,59,3787,6.1,6.17,3.83
0.91,"Very Good","G","SI1",62.8,56,4922,6.16,6.2,3.88
1.01,"Premium","F","SI1",59.7,61,4989,6.55,6.49,3.89
1.01,"Premium","D","SI1",61.7,59,5210,6.4,6.43,3.96
0.59,"Premium","I","SI1",62.8,59,1217,5.36,5.34,3.36
1.2,"Good","J","VS2",63.7,58,4466,6.61,6.68,4.23
0.7,"Good","G","VS2",62.6,61,2699,5.57,5.61,3.5
0.7,"Ideal","F","SI1",61.4,57,2573,5.67,5.69,3.49
